event_id,timestamp,user_id,device_id,ip_address,geo_lat,geo_lon,geo_country,action,resource,resource_sensitivity,auth_result,session_duration_s,is_new_device,label
a2181d1c-d9e3-4d17-bcc8-0bd3163ba34f,2026-07-01T00:54:00,user-032,dev-dae66678,91.105.137.167,24.8607,67.0011,PK,login,admin_console,5,success,45,False,device_spoofing
d28be168-360c-497e-b454-dddd672c9041,2026-07-01T03:45:00,user-000,dev-c5e959a6,91.7.208.24,35.6892,51.389,IR,login,admin_console,5,success,45,False,device_spoofing
b40d3c54-2bb4-4598-a90d-f4054c70193c,2026-07-01T06:00:00,user-046,dev-8e77f588,10.51.166.93,1.3633778096361773,103.79577007690904,SG,read,crm,2,success,1031,False,none
a974b0d6-59d2-4862-9171-85672cb6df54,2026-07-01T06:01:00,user-057,dev-2dd8f1df,10.106.212.106,-33.91425078103707,151.19426500444445,AU,file_access,vpn,3,success,106,False,none
792d5d31-6955-4721-9817-633029a26885,2026-07-01T06:02:00,user-073,dev-b7af50ae,10.84.251.111,51.470848824221235,-0.1062276810369786,GB,query,admin_console,5,success,3189,False,none
432c6d32-9135-404e-ae24-5e9102a22380,2026-07-01T06:05:00,user-012,dev-87b7c7b3,10.123.110.150,51.49268950888563,-0.1727459595372108,GB,query,intranet_wiki,1,success,2507,False,none
25449fa6-ae2c-4395-97b9-e7b7f95ef4ab,2026-07-01T06:07:00,user-053,dev-8bfd3ec6,10.75.147.4,50.095227137242105,8.71252807736343,DE,read,vpn,3,success,1903,False,none
eeaa8a3b-be7f-49a6-ade4-027455b99061,2026-07-01T06:08:00,user-001,dev-dbecd681,10.225.51.135,13.012644167769647,77.54613475979153,IN,file_access,vpn,3,success,1739,False,none
861dc890-a266-4837-ab2d-4b5e0466eb27,2026-07-01T06:08:00,user-034,dev-072ead62,10.206.219.248,50.108640027594056,8.632566913758014,DE,file_access,source_repo,3,success,3052,False,none
b82f12c6-4866-4a06-8e49-6544654b7836,2026-07-01T06:16:00,user-055,dev-a6a01182,10.63.46.30,51.52802267098531,-0.11439275817651795,GB,login,payment_gateway,5,success,2205,False,none
d539409a-2678-4b7e-a117-2360dce038a1,2026-07-01T06:17:00,user-001,dev-dbecd681,10.136.1.73,12.994205098261354,77.62834759226064,IN,query,vpn,3,success,668,False,none
2477c864-ede0-427f-ab0c-10fa8887eea2,2026-07-01T06:17:00,user-058,dev-faec9a59,10.140.58.4,50.156729805450844,8.688062576355085,DE,login,crm,2,success,906,False,none
d9c055a0-ea75-4a95-8b9d-d6d5ecb91f3e,2026-07-01T06:18:00,user-002,dev-20686af2,10.220.74.63,1.3552166318148762,103.82639280619159,SG,file_access,shared_drive,2,success,756,False,none
853abc2b-0390-4da0-ae19-31eab149b345,2026-07-01T06:19:00,user-025,dev-1f3c5ec9,10.79.167.101,51.51604371630124,-0.1014775868873846,GB,login,email,1,success,1330,False,none
cd4d82a9-18c5-41a0-8829-53e9a8376e50,2026-07-01T06:19:00,user-058,dev-faec9a59,10.227.25.34,50.063799268620265,8.722429240765793,DE,login,email,1,success,493,False,none
ef7c2c0f-6686-4e33-9b7f-b8edeb7df622,2026-07-01T06:21:00,user-026,dev-1244776e,10.32.134.183,43.700705058777814,-79.37044671671013,CA,query,email,1,success,1924,False,none
3f498163-f780-45c8-956d-113c54902d95,2026-07-01T06:24:00,user-040,dev-cef3a081,10.3.32.194,19.10059510310412,72.83225168537862,IN,login,vpn,3,success,1525,False,none
7de0f7c4-258c-42ba-8ef2-0f967d2657de,2026-07-01T06:27:00,user-059,dev-f685b5d3,10.228.182.80,12.954833209563377,77.56441471383043,IN,login,intranet_wiki,1,success,3155,False,none
b16530e2-1a27-4d7c-b230-ee09124ac392,2026-07-01T06:30:00,user-033,dev-88442031,10.141.166.221,50.088588493029135,8.697711960523646,DE,read,admin_console,5,success,831,False,none
79155a2c-4ec6-43d5-897c-d3ac13588c9e,2026-07-01T06:30:00,user-033,dev-88442031,10.93.171.168,50.069829982201945,8.667628339611984,DE,read,admin_console,5,success,1782,False,none
0bfbe9c1-cad2-4961-aab9-bdfda9348c10,2026-07-01T06:32:00,user-046,dev-8e77f588,10.89.234.250,1.3141368180410897,103.82162051394886,SG,read,admin_console,5,success,2883,False,none
7ea06749-fccf-4117-946f-c10132eec320,2026-07-01T06:35:00,user-026,dev-1205511a,10.164.127.107,43.694785476488086,-79.40120648624357,CA,login,email,1,success,2401,False,none
0367f08b-e376-48d6-9716-68d5fc05ebc1,2026-07-01T06:36:00,user-014,dev-1174241e,10.176.74.75,12.925806648683274,77.64013137176792,IN,login,intranet_wiki,1,success,1478,False,none
76b11780-4770-40c6-b108-b314148ead5e,2026-07-01T06:36:00,user-073,dev-b7af50ae,10.243.80.130,51.46297371258093,-0.15146090156533487,GB,query,crm,2,success,2586,False,none
59d71d22-c241-40dd-ad16-5b51a490d591,2026-07-01T06:36:00,user-074,dev-f9a67a01,10.218.107.89,40.74236517493476,-73.99084631864449,US,read,shared_drive,2,success,2127,False,none
8111e726-22f4-462c-8b4a-8204dc9edf23,2026-07-01T06:38:00,user-010,dev-ff3cb996,10.189.190.114,1.378408447179858,103.8271921778334,SG,read,vpn,3,success,1690,False,none
82636c2b-661f-40b7-873d-fcd21af2cd2e,2026-07-01T06:39:00,user-014,dev-1174241e,10.25.115.164,12.944883655980595,77.55461979590453,IN,read,payment_gateway,5,success,2998,False,none
4e2ff80f-55b3-41c5-8ab1-33509611807f,2026-07-01T06:40:00,user-053,dev-8bfd3ec6,10.15.143.58,50.07607081807687,8.721817531496917,DE,file_access,email,1,success,419,False,none
5617c977-b63a-43c3-960f-4b9d051e89a5,2026-07-01T06:41:00,user-057,dev-2dd8f1df,10.79.235.229,-33.83227756494808,151.2488928601437,AU,query,hr_db,4,success,3271,False,none
aa6d6092-73d3-4c12-a38a-8f26b045c51e,2026-07-01T06:46:00,user-010,dev-ff3cb996,10.220.92.140,1.33147664190025,103.78005979077821,SG,read,crm,2,success,2767,False,none
9035a449-f0cc-478a-bf18-e734533703c8,2026-07-01T06:48:00,user-010,dev-ff3cb996,10.182.24.222,1.367673136755768,103.79712166061138,SG,read,vpn,3,success,1849,False,none
8b3e5eff-15ac-4959-b88c-8feac122fcaa,2026-07-01T06:48:00,user-056,dev-16092643,10.149.241.35,43.615402323000595,-79.34725920589386,CA,read,shared_drive,2,success,2218,False,none
40f32f84-5283-4b72-aa2a-c3f02070305c,2026-07-01T06:49:00,user-035,dev-83cb8dd5,10.131.118.117,28.75296659307576,77.08210221787105,IN,query,crm,2,success,265,False,none
dca61419-b740-4fff-8c1d-b7dedbfbeee6,2026-07-01T06:50:00,user-010,dev-ff3cb996,10.161.158.132,1.3419224055686019,103.8513406080656,SG,query,vpn,3,success,1097,False,none
22694a38-7183-4316-af04-33b7bd7749e0,2026-07-01T06:50:00,user-025,dev-1f3c5ec9,10.212.216.180,51.49762774106445,-0.11374627116876482,GB,file_access,admin_console,5,success,1196,False,none
7e571c04-e5af-4a4c-a3f3-2b9e8ebbc3ea,2026-07-01T06:52:00,user-035,dev-83cb8dd5,10.148.184.206,28.721776653200916,77.0950995206375,IN,login,crm,2,success,449,False,none
c08a6650-e173-4308-b191-bcee17e5415e,2026-07-01T06:53:00,user-018,dev-a5345638,10.3.211.36,13.005854471682536,77.56774333920774,IN,file_access,intranet_wiki,1,success,97,False,none
0bb8fefb-b61f-4233-8c1d-14d53f2e7ea6,2026-07-01T06:57:00,user-002,dev-20686af2,10.158.225.9,1.3600573805368403,103.84303597679393,SG,login,crm,2,success,1268,False,none
fcbefa05-a012-4ed2-8650-d952b6a53d9f,2026-07-01T07:01:00,user-073,dev-53b8c821,10.34.255.174,51.460074888798644,-0.1598904311667137,GB,read,finance_share,4,success,685,False,none
faff24d3-5731-4229-a571-fdda034f251c,2026-07-01T07:05:00,user-020,dev-a81be929,10.166.197.4,1.3312847351296322,103.80857995593784,SG,login,intranet_wiki,1,success,3028,False,none
5f17ce7e-c9f3-4b0c-a9e1-2359179c2c47,2026-07-01T07:06:00,user-003,dev-13ab395c,10.198.232.95,40.72984862188502,-73.98168598784768,US,query,email,1,success,2465,False,none
f96073f1-0013-4197-9966-55fe2fe93104,2026-07-01T07:06:00,user-021,dev-7f07d66c,10.113.228.96,50.10001341686775,8.709334223246243,DE,file_access,vpn,3,success,1472,False,none
d2008de0-6ffc-4aaf-875c-698ad69f160d,2026-07-01T07:06:00,user-034,dev-072ead62,10.85.33.211,50.06547183517382,8.726946337505302,DE,query,source_repo,3,success,3041,False,none
b4d8ef11-b2ad-4367-8f8e-2282addbed46,2026-07-01T07:11:00,user-005,dev-07ecc6c1,10.35.72.190,1.3654172012655514,103.77286570983809,SG,file_access,hr_db,4,success,1600,False,none
37685096-f1a2-4d70-90fe-f05619754c6d,2026-07-01T07:11:00,user-015,dev-60ef5d44,10.165.127.2,19.052078527706545,72.85125212528015,IN,read,source_repo,3,success,1410,False,none
0c6b7631-ed53-4f7f-9c51-40390d8983aa,2026-07-01T07:11:00,user-039,dev-e760d9e6,10.193.20.110,50.08881122463092,8.658523959530939,DE,file_access,source_repo,3,success,2452,False,none
b6e5d2d6-d6be-49ff-a9fa-5ef05836e20a,2026-07-01T07:15:00,user-074,dev-f9a67a01,10.43.33.223,40.693291245623286,-74.02224057429301,US,login,shared_drive,2,success,2265,False,none
021bf610-f81d-489a-bc7d-7eea3ff9fb58,2026-07-01T07:16:00,user-041,dev-2cb279d6,10.9.15.209,-23.542310950950608,-46.64278655324489,BR,file_access,vpn,3,success,210,False,none
b9437d1f-7073-4ba9-8268-58a3341dd65e,2026-07-01T07:18:00,user-005,dev-07ecc6c1,10.180.53.148,1.3528412546968005,103.78527301758582,SG,query,payment_gateway,5,success,978,False,none
